what,kind,bundleId,bundleVersion,description,time
started,bundle,org.jboss.tools.common.validation,3.3.1.v20130102-1651-H83-Final,"org.jboss.tools.common.validation",1362587059109
started,bundle,org.jboss.tools.forge.core,1.0.1.v20130102-1755-H101-Final,"org.jboss.tools.forge.core",1362587059110
started,bundle,org.jboss.tools.forge.ui,1.0.1.v20130102-1755-H101-Final,"org.jboss.tools.forge.ui",1362587059110
started,bundle,org.jboss.tools.jst.web.ui,3.3.1.v20130102-1748-H95-Final,"org.jboss.tools.jst.web.ui",1362587059110
started,bundle,org.jboss.tools.maven.project.examples,1.3.2.v20130112-0608-H143-Final,"org.jboss.tools.maven.project.examples",1362587059111
started,bundle,org.jboss.tools.maven.sourcelookup.core,1.3.2.v20130112-0608-H143-Final,"org.jboss.tools.maven.sourcelookup.core",1362587059111
started,bundle,org.jboss.tools.maven.sourcelookup.ui,1.3.2.v20130112-0608-H143-Final,"org.jboss.tools.maven.sourcelookup.ui",1362587059111
started,bundle,org.jboss.tools.project.examples,1.3.1.v20130112-0559-H131-Final,"org.jboss.tools.project.examples",1362587059111
started,bundle,org.jboss.tools.runtime.ui,1.3.0.v20130112-0541-H121-Final,"org.jboss.tools.runtime.ui",1362587059112
started,bundle,org.jboss.tools.seam.core,3.3.0.v20130112-0336-H148-Final,"org.jboss.tools.seam.core",1362587059112
started,bundle,org.jboss.tools.seam.ui,3.3.0.v20130112-0336-H148-Final,"org.jboss.tools.seam.ui",1362587059112
started,bundle,org.jboss.tools.usage,1.1.0.v20130102-1715-H74-Final,"org.jboss.tools.usage",1362587059113
started,bundle,org.maven.ide.eclipse.wtp,0.15.3.20120830-0850,"org.maven.ide.eclipse.wtp",1362587059113
os,sysinfo,,,"linux",1362587059116
arch,sysinfo,,,"x86",1362587059116
ws,sysinfo,,,"gtk",1362587059116
locale,sysinfo,,,"pt_BR",1362587059116
processors,sysinfo,,,"4",1362587059116
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1362587059116
java.runtime.version,sysinfo,,,"1.6.0_24-b24",1362587059116
java.specification.name,sysinfo,,,"Java Platform API Specification",1362587059116
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362587059116
java.specification.version,sysinfo,,,"1.6",1362587059116
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1362587059116
java.version,sysinfo,,,"1.6.0_24",1362587059116
java.vm.info,sysinfo,,,"mixed mode, sharing",1362587059116
java.vm.name,sysinfo,,,"OpenJDK Client VM",1362587059116
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1362587059116
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362587059116
java.vm.specification.version,sysinfo,,,"1.0",1362587059116
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1362587059116
java.vm.version,sysinfo,,,"20.0-b12",1362587059116
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1362587059118
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.archives.webtools",1362587060460
started,bundle,org.jboss.ide.eclipse.as.wtp.core,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.wtp.core",1362587060461
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1362587060493
