what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362662967338
activated,editor,org.jboss.tools.central,1.0.1.v20130112-0624-H128-Final,"org.jboss.tools.central.editors.JBossCentralEditor",1362662967361
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1362662967383
closed,editor,org.jboss.tools.central,1.0.1.v20130112-0624-H128-Final,"org.jboss.tools.central.editors.JBossCentralEditor",1362662967384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362662970264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362662972922
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362662972979
started,bundle,org.jboss.tools.jst.web.ui,3.3.1.v20130102-1748-H95-Final,"org.jboss.tools.jst.web.ui",1362662973007
started,bundle,org.jboss.tools.common.model.ui,3.3.1.v20130102-1651-H83-Final,"org.jboss.tools.common.model.ui",1362662973140
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1362662973140
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1362662973141
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1362662973337
started,bundle,org.jboss.ide.eclipse.archives.core,3.3.1.v20130102-1730-H94-Final,"org.jboss.ide.eclipse.archives.core",1362662973455
started,bundle,org.jboss.ide.eclipse.archives.ui,3.3.1.v20130102-1730-H94-Final,"org.jboss.ide.eclipse.archives.ui",1362662973456
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1362662973718
started,bundle,org.jboss.tools.common.verification.ui,3.3.1.v20130102-1651-H83-Final,"org.jboss.tools.common.verification.ui",1362662978583
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.archives.webtools",1362662979796
started,bundle,org.jboss.ide.eclipse.as.wtp.core,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.wtp.core",1362662979804
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1362662979926
started,bundle,org.jboss.ide.eclipse.as.ui.mbeans,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.ui.mbeans",1362662979931
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1362662979966
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1362662980117
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1362662980137
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1362662980203
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1362662980204
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1362662980444
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1362662980452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362662985321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362662990878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1362662994511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663005704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663062326
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110815-1438,"org.eclipse.equinox.frameworkadmin.equinox",1362663062339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663070157
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362663078870
installed,bundle,com.caucho.hessian,3.2.0.0,"com.caucho.hessian",1362663080949
installed,bundle,com.lowagie.text,2.1.7.v201004222200,"com.lowagie.text",1362663080955
installed,bundle,com.springsource.javax.el,1.0.0,"com.springsource.javax.el",1362663080959
installed,bundle,com.springsource.javax.jms,1.1.0,"com.springsource.javax.jms",1362663080965
installed,bundle,com.springsource.javax.servlet,2.5.0,"com.springsource.javax.servlet",1362663080971
installed,bundle,com.springsource.javax.servlet.jsp,2.1.0,"com.springsource.javax.servlet.jsp",1362663080973
installed,bundle,com.springsource.javax.servlet.jsp.jstl,1.2.0,"com.springsource.javax.servlet.jsp.jstl",1362663080979
installed,bundle,com.springsource.org.antlr,3.0.1,"com.springsource.org.antlr",1362663080981
installed,bundle,com.springsource.org.apache.myfaces.javax.faces,1.2.2,"com.springsource.org.apache.myfaces.javax.faces",1362663080983
installed,bundle,com.springsource.org.aspectj.weaver,1.6.10.RELEASE,"com.springsource.org.aspectj.weaver",1362663080984
installed,bundle,com.springsource.org.objectweb.asm,2.2.3,"com.springsource.org.objectweb.asm",1362663080985
installed,bundle,com.springsource.org.objectweb.asm.commons,2.2.3,"com.springsource.org.objectweb.asm.commons",1362663080986
installed,bundle,edu.emory.mathcs.backport,3.1.0.v200902251154,"edu.emory.mathcs.backport",1362663080988
installed,bundle,javax.annotation,1.1.1.v201006150915,"javax.annotation",1362663080989
installed,bundle,javax.inject,1.0.0.v20091030,"javax.inject",1362663080990
installed,bundle,javax.persistence,1.0.0.v200905011740,"javax.persistence",1362663080992
installed,bundle,javax.xml.soap,1.3.0.v201105210645,"javax.xml.soap",1362663081081
installed,bundle,org.aopalliance,1.0.0.v200905130917,"org.aopalliance",1362663081089
installed,bundle,org.apache.commons.codec,1.3.0.v20100518-1140,"org.apache.commons.codec",1362663081090
installed,bundle,org.apache.commons.fileupload,1.2.0.v20080604-1500,"org.apache.commons.fileupload",1362663081128
installed,bundle,org.apache.commons.io,2.0.1.v201105210651,"org.apache.commons.io",1362663081130
installed,bundle,org.apache.commons.logging,1.1.1.v201005080502,"org.apache.commons.logging",1362663081131
installed,bundle,org.apache.commons.pool,1.4.0.v20081016-1000,"org.apache.commons.pool",1362663081132
installed,bundle,org.apache.derby,10.5.1.1_v201108232300,"org.apache.derby",1362663081138
installed,bundle,org.apache.ws.commons.schema,1.4.2.v201003051240,"org.apache.ws.commons.schema",1362663081140
installed,bundle,org.codehaus.jackson.core,1.6.0.v20101005-0925,"org.codehaus.jackson.core",1362663081142
installed,bundle,org.codehaus.jackson.mapper,1.6.0.v20101005-0925,"org.codehaus.jackson.mapper",1362663081144
installed,bundle,org.h2,1.1.117.v201105142352,"org.h2",1362663081152
installed,bundle,org.joda.time,1.6.0.v20081202-0100,"org.joda.time",1362663081155
installed,bundle,org.quartz,1.8.3.v20110329-1420,"org.quartz",1362663081157
installed,bundle,org.springframework.aop,3.0.5.RELEASE,"org.springframework.aop",1362663081159
installed,bundle,org.springframework.asm,3.0.5.RELEASE,"org.springframework.asm",1362663081160
installed,bundle,org.springframework.beans,3.0.5.RELEASE,"org.springframework.beans",1362663081162
installed,bundle,org.springframework.binding,2.0.7.A,"org.springframework.binding",1362663081164
installed,bundle,org.springframework.context,3.0.5.RELEASE,"org.springframework.context",1362663081168
installed,bundle,org.springframework.context.support,3.0.5.RELEASE,"org.springframework.context.support",1362663081170
installed,bundle,org.springframework.core,3.0.5.RELEASE,"org.springframework.core",1362663081172
installed,bundle,org.springframework.expression,3.0.5.RELEASE,"org.springframework.expression",1362663081173
installed,bundle,org.springframework.faces,2.0.7.A,"org.springframework.faces",1362663081175
installed,bundle,org.springframework.ide.eclipse,2.7.2.201109122348-patched_JBDS-1838,"org.springframework.ide.eclipse",1362663081177
