what,kind,bundleId,bundleVersion,description,time
error,log,,,"Undefined context while filtering dialog/window contexts",1362663161688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663161710
error,log,,,"Invalid registry object",1362663163255
error,log,,,"Invalid registry object",1362663163256
error,log,,,"Invalid registry object",1362663163258
error,log,,,"Invalid registry object",1362663163258
error,log,,,"Invalid registry object",1362663163259
error,log,,,"Invalid registry object",1362663163259
error,log,,,"Invalid registry object",1362663163259
error,log,,,"Invalid registry object",1362663163260
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362663163261
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1362663167673
error,log,,,"Invalid registry object",1362663167706
error,log,,,"Invalid registry object",1362663167706
error,log,,,"Invalid registry object",1362663167707
error,log,,,"Invalid registry object",1362663167707
error,log,,,"Invalid registry object",1362663167708
error,log,,,"Invalid registry object",1362663167708
error,log,,,"Invalid registry object",1362663167709
error,log,,,"Invalid registry object",1362663167709
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1362663167709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663175047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663192375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663193815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663214851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663218295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663317783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663320688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663575074
error,log,,,"Invalid registry object",1362663579330
error,log,,,"Invalid registry object",1362663579330
error,log,,,"Invalid registry object",1362663579331
error,log,,,"Invalid registry object",1362663579331
error,log,,,"Invalid registry object",1362663579331
error,log,,,"Invalid registry object",1362663579332
error,log,,,"Invalid registry object",1362663579332
error,log,,,"Invalid registry object",1362663579333
activated,editor,org.jboss.tools.central,1.0.1.v20130112-0624-H128-Final,"org.jboss.tools.central.editors.JBossCentralEditor",1362663579333
error,log,,,"Invalid registry object",1362663579380
error,log,,,"Invalid registry object",1362663579380
error,log,,,"Invalid registry object",1362663579381
error,log,,,"Invalid registry object",1362663579381
error,log,,,"Invalid registry object",1362663579382
error,log,,,"Invalid registry object",1362663579382
error,log,,,"Invalid registry object",1362663579383
error,log,,,"Invalid registry object",1362663579383
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1362663579383
closed,editor,org.jboss.tools.central,1.0.1.v20130112-0624-H128-Final,"org.jboss.tools.central.editors.JBossCentralEditor",1362663579383
error,log,,,"Invalid registry object",1362663581346
error,log,,,"Invalid registry object",1362663581347
error,log,,,"Invalid registry object",1362663581348
error,log,,,"Invalid registry object",1362663581348
error,log,,,"Invalid registry object",1362663581349
error,log,,,"Invalid registry object",1362663581349
error,log,,,"Invalid registry object",1362663581349
error,log,,,"Invalid registry object",1362663581350
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362663581351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663586534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1362663595797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1362663595797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362663595809
error,log,,,"Unhandled event loop exception",1362663598567
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1362663602178
error,log,,,"Invalid registry object",1362663602329
