what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685095836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685109425
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1362685112877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685112897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362685115516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685116412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685143048
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362685147343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685149305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685161213
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362685162347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362685166894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362685168723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362685170128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685176594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685180648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362685185319
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362685189467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685191128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685211380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685220517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685221294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362685221655
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362685222165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362685224730
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1362685234233
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362685234321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362685234647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685235197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685241058
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362685242076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362685243984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685245870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685248897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685253977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685255112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362685257571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685258181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685259137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362685260634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685262959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685264978
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362685267673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685270675
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1362685275273
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1362685275668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685275686
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362685278363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362685279183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362685281452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685286802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685287707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362685289641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685436298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362685538456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1362685551752
